female	male	year	age
0.7459360499	0.7459360499	2032	90+
1.5556495849	1.5556495849	2033	0~5
1.7238641906	1.7238641906	2033	5~10
1.7985010339	1.7985010339	2033	10~15
1.9253309132	1.9253309132	2033	15~20
2.0294511033	2.0294511033	2033	20~25
2.1049109144	2.1049109144	2033	25~30
2.7170554197	2.7170554197	2033	30~35
3.2326679196	3.2326679196	2033	35~40
3.3260557663	3.3260557663	2033	40~45
3.4750635711	3.4750635711	2033	45~50
4.2319448897	4.2319448897	2033	50~55
4.0095916679	4.0095916679	2033	55~60
3.727609158	3.727609158	2033	60~65
3.7072502023	3.7072502023	2033	65~70
3.5813530197	3.5813530197	2033	70~75
2.9971429936	2.9971429936	2033	75~80
2.1352045678	2.1352045678	2033	80~85
0.94654795	0.94654795	2033	85~90
0.7748051339	0.7748051339	2033	90+
1.5243187075	1.5243187075	2034	0~5
1.7060923654	1.7060923654	2034	5~10
1.7891134386	1.7891134386	2034	10~15
1.8982436574	1.8982436574	2034	15~20
2.0387522529	2.0387522529	2034	20~25
2.06841231	2.06841231	2034	25~30
2.594213851	2.594213851	2034	30~35
3.1606583043	3.1606583043	2034	35~40
3.3567244869	3.3567244869	2034	40~45
3.3549596119	3.3549596119	2034	45~50
4.1395121395	4.1395121395	2034	50~55
4.1435413025	4.1435413025	2034	55~60
3.705898864	3.705898864	2034	60~65
3.7061739644	3.7061739644	2034	65~70
3.6136682753	3.6136682753	2034	70~75
3.0826906141	3.0826906141	2034	75~80
2.2645546742	2.2645546742	2034	80~85
1.0533425632	1.0533425632	2034	85~90
0.7991286173	0.7991286173	2034	90+
1.4928786533	1.4928786533	2035	0~5
1.6853014652	1.6853014652	2035	5~10
1.7816933326	1.7816933326	2035	10~15
1.8748708639	1.8748708639	2035	15~20
2.0943586406	2.0943586406	2035	20~25
1.9969944047	1.9969944047	2035	25~30
2.4085992705	2.4085992705	2035	30~35
3.1294767698	3.1294767698	2035	35~40
3.3527648513	3.3527648513	2035	40~45
3.3332580349	3.3332580349	2035	45~50
4.0079501529	4.0079501529	2035	50~55
4.2519594499	4.2519594499	2035	55~60
3.7002188721	3.7002188721	2035	60~65
3.7158956605	3.7158956605	2035	65~70
3.6342888899	3.6342888899	2035	70~75
3.1454040811	3.1454040811	2035	75~80
2.3937886968	2.3937886968	2035	80~85
1.1976140709	1.1976140709	2035	85~90
0.802683839	0.802683839	2035	90+
1.4612055779	1.4612055779	2036	0~5
1.6619087807	1.6619087807	2036	5~10
1.7744069065	1.7744069065	2036	10~15
1.8559250022	1.8559250022	2036	15~20
2.0788840472	2.0788840472	2036	20~25
1.9956569143	1.9956569143	2036	25~30
2.3146800507	2.3146800507	2036	30~35
3.0102965874	3.0102965874	2036	35~40
3.3760817119	3.3760817119	2036	40~45
3.3626523441	3.3626523441	2036	45~50
3.7894726883	3.7894726883	2036	50~55
4.2566663749	4.2566663749	2036	55~60
3.825605402	3.825605402	2036	60~65
3.7014338269	3.7014338269	2036	65~70
3.6587334661	3.6587334661	2036	70~75
3.2014615721	3.2014615721	2036	75~80
2.470594543	2.470594543	2036	80~85
1.3847464032	1.3847464032	2036	85~90
0.8195878007	0.8195878007	2036	90+
1.4300233518	1.4300233518	2037	0~5
1.6361043791	1.6361043791	2037	5~10
1.765848163	1.765848163	2037	10~15
1.8417360365	1.8417360365	2037	15~20
1.9829366125	1.9829366125	2037	20~25
2.0714368007	2.0714368007	2037	25~30
2.2437166536	2.2437166536	2037	30~35
2.8664962314	2.8664962314	2037	35~40
3.3977455841	3.3977455841	2037	40~45
3.3901833309	3.3901833309	2037	45~50
3.6000519044	3.6000519044	2037	50~55
4.3057380853	4.3057380853	2037	55~60
3.9068559806	3.9068559806	2037	60~65
3.7249852906	3.7249852906	2037	65~70
3.6208812683	3.6208812683	2037	70~75
3.2875258516	3.2875258516	2037	75~80
2.5356102092	2.5356102092	2037	80~85
1.5254866333	1.5254866333	2037	85~90
0.8666376331	0.8666376331	2037	90+
1.3999738936	1.3999738936	2038	0~5
1.6085199793	1.6085199793	2038	5~10
1.7548999409	1.7548999409	2038	10~15
1.8323550019	1.8323550019	2038	15~20
1.9612360959	1.9612360959	2038	20~25
2.0821631593	2.0821631593	2038	25~30
2.1982060178	2.1982060178	2038	30~35
2.7950635824	2.7950635824	2038	35~40
3.2924957633	3.2924957633	2038	40~45
3.3751875861	3.3751875861	2038	45~50
3.5201315227	3.5201315227	2038	50~55
4.2723291569	4.2723291569	2038	55~60
4.0302256606	4.0302256606	2038	60~65
3.7101898614	3.7101898614	2038	65~70
3.6093026559	3.6093026559	2038	70~75
3.3593956106	3.3593956106	2038	75~80
2.6189828403	2.6189828403	2038	80~85
1.6463338712	1.6463338712	2038	85~90
0.9330077999	0.9330077999	2038	90+
1.3715063936	1.3715063936	2039	0~5
1.5799033214	1.5799033214	2039	5~10
1.740766425	1.740766425	2039	10~15
1.8269106782	1.8269106782	2039	15~20
1.9380534018	1.9380534018	2039	20~25
2.0962459687	2.0962459687	2039	25~30
2.166250328	2.166250328	2039	30~35
2.6767636	2.6767636	2039	35~40
3.2269849002	3.2269849002	2039	40~45
3.413939752	3.413939752	2039	45~50
3.4065590455	3.4065590455	2039	50~55
4.1887540503	4.1887540503	2039	55~60
4.174627862	4.174627862	2039	60~65
3.6978463202	3.6978463202	2039	65~70
3.6182876623	3.6182876623	2039	70~75
3.3997357811	3.3997357811	2039	75~80
2.7033522927	2.7033522927	2039	80~85
1.7521140452	1.7521140452	2039	85~90
1.021398172	1.021398172	2039	90+
1.3449222507	1.3449222507	2040	0~5
1.551071651	1.551071651	2040	5~10
1.7235037082	1.7235037082	2040	10~15
1.8234260975	1.8234260975	2040	15~20
1.9185559314	1.9185559314	2040	20~25
2.1574450457	2.1574450457	2040	25~30
2.0986960513	2.0986960513	2040	30~35
2.4941970106	2.4941970106	2040	35~40
3.2026826839	3.2026826839	2040	40~45
3.4176785418	3.4176785418	2040	45~50
3.3923253592	3.3923253592	2040	50~55
4.0650515306	4.0650515306	2040	55~60
4.2938775822	4.2938775822	2040	60~65
3.7015907373	3.7015907373	2040	65~70
3.6377363462	3.6377363462	2040	70~75
3.4289408296	3.4289408296	2040	75~80
2.7684980253	2.7684980253	2040	80~85
1.859107389	1.859107389	2040	85~90
1.1206932286	1.1206932286	2040	90+
1.3213747392	1.3213747392	2041	0~5
1.5218006442	1.5218006442	2041	5~10
1.7034453622	1.7034453622	2041	10~15
1.8200180967	1.8200180967	2041	15~20
1.9034385613	1.9034385613	2041	20~25
2.1465406382	2.1465406382	2041	25~30
2.1021554963	2.1021554963	2041	30~35
2.4041798872	2.4041798872	2041	35~40
3.0885327763	3.0885327763	2041	40~45
3.4490904827	3.4490904827	2041	45~50
3.4299465219	3.4299465219	2041	50~55
3.8523942932	3.8523942932	2041	55~60
4.3087461064	4.3087461064	2041	60~65
3.8371752815	3.8371752815	2041	65~70
3.6333838856	3.6333838856	2041	70~75
3.46194928	3.46194928	2041	75~80
2.8282404716	2.8282404716	2041	80~85
1.9290687407	1.9290687407	2041	85~90
1.2585187347	1.2585187347	2041	90+
1.3008544896	1.3008544896	2042	0~5
1.4928826257	1.4928826257	2042	5~10
1.6807542134	1.6807542134	2042	10~15
1.8152064573	1.8152064573	2042	15~20
1.8930504711	1.8930504711	2042	20~25
2.0534008703	2.0534008703	2042	25~30
2.1842903584	2.1842903584	2042	30~35
2.3371413768	2.3371413768	2042	35~40
2.9486905993	2.9486905993	2042	40~45
3.4787934662	3.4787934662	2042	45~50
3.4656200669	3.4656200669	2042	50~55
3.6682704932	3.6682704932	2042	55~60
4.3683080121	4.3683080121	2042	60~65
3.9280217777	3.9280217777	2042	65~70
3.6652091624	3.6652091624	2042	70~75
3.4351211183	3.4351211183	2042	75~80
2.9133709343	2.9133709343	2042	80~85
1.9877318045	1.9877318045	2042	85~90
1.3832817027	1.3832817027	2042	90+
1.2832666451	1.2832666451	2043	0~5
1.4650076962	1.4650076962	2043	5~10
1.6560744783	1.6560744783	2043	10~15
1.8078633714	1.8078633714	2043	15~20
1.8874863391	1.8874863391	2043	20~25
2.0357105534	2.0357105534	2043	25~30
2.2003322901	2.2003322901	2043	30~35
2.2957815459	2.2957815459	2043	35~40
2.8820981389	2.8820981389	2043	40~45
3.3787708102	3.3787708102	2043	45~50
3.4578978226	3.4578978226	2043	50~55
3.5950206087	3.5950206087	2043	55~60
4.3441389596	4.3441389596	2043	60~65
4.0615462824	4.0615462824	2043	65~70
3.6597383482	3.6597383482	2043	70~75
3.4344417935	3.4344417935	2043	75~80
2.9870015428	2.9870015428	2043	80~85
2.0620006129	2.0620006129	2043	85~90
1.5058221611	1.5058221611	2043	90+
1.2685016491	1.2685016491	2044	0~5
1.438640778	1.438640778	2044	5~10
1.6302056272	1.6302056272	2044	10~15
1.7971514139	1.7971514139	2044	15~20
1.8859093778	1.8859093778	2044	20~25
2.0163993283	2.0163993283	2044	25~30
2.2198455511	2.2198455511	2044	30~35
2.2681069413	2.2681069413	2044	35~40
2.7671335517	2.7671335517	2044	40~45
3.3189528871	3.3189528871	2044	45~50
3.5050765666	3.5050765666	2044	50~55
3.486933388	3.486933388	2044	55~60
4.2686822781	4.2686822781	2044	60~65
4.2167101886	4.2167101886	2044	65~70
3.6568450582	3.6568450582	2044	70~75
3.4530598774	3.4530598774	2044	75~80
3.0324842284	3.0324842284	2044	80~85
2.1380050086	2.1380050086	2044	85~90
1.6313563007	1.6313563007	2044	90+
1.2562531564	1.2562531564	2045	0~5
1.4141150499	1.4141150499	2045	5~10
1.6039825345	1.6039825345	2045	10~15
1.7831590193	1.7831590193	2045	15~20
1.8863211016	1.8863211016	2045	20~25
2.0007673792	2.0007673792	2045	25~30
2.2878829672	2.2878829672	2045	30~35
2.203676176	2.203676176	2045	35~40
2.5857524698	2.5857524698	2045	40~45
3.3011506823	3.3011506823	2045	45~50
3.5164851264	3.5164851264	2045	50~55
3.4801294353	3.4801294353	2045	55~60
4.1518423977	4.1518423977	2045	60~65
4.3465318423	4.3465318423	2045	65~70
3.6701182553	3.6701182553	2045	70~75
3.4816214117	3.4816214117	2045	75~80
3.0676294049	3.0676294049	2045	80~85
2.1994653871	2.1994653871	2045	85~90
1.7631162031	1.7631162031	2045	90+
1.2462252517	1.2462252517	2046	0~5
1.3926625172	1.3926625172	2046	5~10
1.577183619	1.577183619	2046	10~15
1.7662211457	1.7662211457	2046	15~20
1.8867920255	1.8867920255	2046	20~25
1.9895871263	1.9895871263	2046	25~30
2.2818954054	2.2818954054	2046	30~35
2.2121875343	2.2121875343	2046	35~40
2.4987834645	2.4987834645	2046	40~45
3.1908247989	3.1908247989	2046	45~50
3.5564015409	3.5564015409	2046	50~55
3.526281471	3.526281471	2046	55~60
3.943427904	3.943427904	2046	60~65
4.372012625	4.372012625	2046	65~70
3.8153643795	3.8153643795	2046	70~75
3.4874139422	3.4874139422	2046	75~80
3.10670242	3.10670242	2046	80~85
2.2568987825	2.2568987825	2046	85~90
1.8931340465	1.8931340465	2046	90+
1.2381037481	1.2381037481	2047	0~5
1.3742841052	1.3742841052	2047	5~10
1.550637896	1.550637896	2047	10~15
1.7464571179	1.7464571179	2047	15~20
1.8858169963	1.8858169963	2047	20~25
1.9832492222	1.9832492222	2047	25~30
2.1909322612	2.1909322612	2047	30~35
2.3020145008	2.3020145008	2047	35~40
2.4351386801	2.4351386801	2047	40~45
3.0535327222	3.0535327222	2047	45~50
3.5947000304	3.5947000304	2047	50~55
3.5706297755	3.5706297755	2047	55~60
3.7634567755	3.7634567755	2047	60~65
4.4422662897	4.4422662897	2047	65~70
3.9153794174	3.9153794174	2047	70~75
3.5264819401	3.5264819401	2047	75~80
3.0908464141	3.0908464141	2047	80~85
2.3333528856	2.3333528856	2047	85~90
2.0027192216	2.0027192216	2047	90+
1.2315391034	1.2315391034	2048	0~5
1.3588624655	1.3588624655	2048	5~10
1.5250137615	1.5250137615	2048	10~15
1.7245040809	1.7245040809	2048	15~20
1.882152405	1.882152405	2048	20~25
1.9818330435	1.9818330435	2048	25~30
2.177668698	2.177668698	2048	30~35
2.3237078156	2.3237078156	2048	35~40
2.3976675404	2.3976675404	2048	40~45
2.9912118445	2.9912118445	2048	45~50
3.4990996528	3.4990996528	2048	50~55
3.5704324432	3.5704324432	2048	55~60
3.696672771	3.696672771	2048	60~65
4.4273015724	4.4273015724	2048	65~70
4.0581619865	4.0581619865	2048	70~75
3.5304477365	3.5304477365	2048	75~80
3.1008656164	3.1008656164	2048	80~85
2.401713941	2.401713941	2048	85~90
2.1211435221	2.1211435221	2048	90+
1.2263331826	1.2263331826	2049	0~5
1.3462707315	1.3462707315	2049	5~10
1.5007332902	1.5007332902	2049	10~15
1.7011160187	1.7011160187	2049	15~20
1.8748573279	1.8748573279	2049	20~25
1.9844043513	1.9844043513	2049	25~30
2.1625409365	2.1625409365	2049	30~35
2.3489611056	2.3489611056	2049	35~40
2.3740769688	2.3740769688	2049	40~45
2.8784221061	2.8784221061	2049	45~50
3.4444313387	3.4444313387	2049	50~55
3.6266050665	3.6266050665	2049	55~60
3.5933125945	3.5933125945	2049	60~65
4.3598115306	4.3598115306	2049	65~70
4.2227021729	4.2227021729	2049	70~75
3.5370763163	3.5370763163	2049	75~80
3.1281528548	3.1281528548	2049	80~85
2.447126922	2.447126922	2049	85~90
2.2430651846	2.2430651846	2049	90+
1.2223642041	1.2223642041	2050	0~5
1.3361364922	1.3361364922	2050	5~10
1.478180466	1.478180466	2050	10~15
1.6771152795	1.6771152795	2050	15~20
1.8639450595	1.8639450595	2050	20~25
1.9889067558	1.9889067558	2050	25~30
2.1510334402	2.1510334402	2050	30~35
2.4245048323	2.4245048323	2050	35~40
2.3120332014	2.3120332014	2050	40~45
2.6960275863	2.6960275863	2050	45~50
3.4328287566	3.4328287566	2050	50~55
3.6457843728	3.6457843728	2050	55~60
3.5937486941	3.5937486941	2050	60~65
4.2491061856	4.2491061856	2050	65~70
4.3616670312	4.3616670312	2050	70~75
3.559574748	3.559574748	2050	75~80
3.1639918362	3.1639918362	2050	80~85
2.4836119541	2.4836119541	2050	85~90
2.359439104	2.359439104	2050	90+
1.219368551	1.219368551	2051	0~5
1.3281614013	1.3281614013	2051	5~10
1.4585819459	1.4585819459	2051	10~15
1.6522496264	1.6522496264	2051	15~20
1.8497345166	1.8497345166	2051	20~25
1.9932853146	1.9932853146	2051	25~30
2.1439204746	2.1439204746	2051	30~35
2.4230936546	2.4230936546	2051	35~40
2.3253635999	2.3253635999	2051	40~45
2.6107676044	2.6107676044	2051	45~50
3.324680675	3.324680675	2051	50~55
3.6941201976	3.6941201976	2051	55~60
3.6483421313	3.6483421313	2051	60~65
4.0435442637	4.0435442637	2051	65~70
4.3971980827	4.3971980827	2051	70~75
3.7115750415	3.7115750415	2051	75~80
3.1788774862	3.1788774862	2051	80~85
2.5237589303	2.5237589303	2051	85~90
2.4733765027	2.4733765027	2051	90+
1.2171999477	1.2171999477	2052	0~5
1.3220231164	1.3220231164	2052	5~10
1.4419879949	1.4419879949	2052	10~15
1.6273865198	1.6273865198	2052	15~20
1.8323049649	1.8323049649	2052	20~25
1.9959705137	1.9959705137	2052	25~30
2.141648995	2.141648995	2052	30~35
2.3329394221	2.3329394221	2052	35~40
2.4231861204	2.4231861204	2052	40~45
2.549210557	2.549210557	2052	45~50
3.1877394783	3.1877394783	2052	50~55
3.7405723576	3.7405723576	2052	55~60
3.7009481173	3.7009481173	2052	60~65
3.8665297318	3.8665297318	2052	65~70
4.4762506042	4.4762506042	2052	70~75
3.8174161757	3.8174161757	2052	75~80
3.221083813	3.221083813	2052	80~85
2.5175236191	2.5175236191	2052	85~90
2.5880779513	2.5880779513	2052	90+
1.2158396772	1.2158396772	2053	0~5
1.3173851293	1.3173851293	2053	5~10
1.4282675936	1.4282675936	2053	10~15
1.6032312935	1.6032312935	2053	15~20
1.8123629398	1.8123629398	2053	20~25
1.9956617018	1.9956617018	2053	25~30
2.1443084837	2.1443084837	2053	30~35
2.3233477482	2.3233477482	2053	35~40
2.4499758322	2.4499758322	2053	40~45
2.5144781772	2.5144781772	2053	45~50
3.1281846399	3.1281846399	2053	50~55
3.6472624936	3.6472624936	2053	55~60
3.7072342821	3.7072342821	2053	60~65
3.80542538	3.80542538	2053	65~70
4.4690260475	4.4690260475	2053	70~75
3.9652243008	3.9652243008	2053	75~80
3.2325181268	3.2325181268	2053	80~85
2.5352383871	2.5352383871	2053	85~90
2.7050277656	2.7050277656	2053	90+
1.2151232252	1.2151232252	2054	0~5
1.3140722374	1.3140722374	2054	5~10
1.417346141	1.417346141	2054	10~15
1.5802829966	1.5802829966	2054	15~20
1.7906860237	1.7906860237	2054	20~25
1.9913922921	1.9913922921	2054	25~30
2.1510169855	2.1510169855	2054	30~35
2.3115908066	2.3115908066	2054	35~40
2.4804132326	2.4804132326	2054	40~45
2.4938967173	2.4938967173	2054	45~50
3.0154228364	3.0154228364	2054	50~55
3.596093312	3.596093312	2054	55~60
3.7717015121	3.7717015121	2054	60~65
3.7057664891	3.7057664891	2054	65~70
4.4085711127	4.4085711127	2054	70~75
4.1339111597	4.1339111597	2054	75~80
3.2469904334	3.2469904334	2054	80~85
2.5668425652	2.5668425652	2054	85~90
2.8088799216	2.8088799216	2054	90+
1.2148580611	1.2148580611	2055	0~5
1.3119594528	1.3119594528	2055	5~10
1.4088530986	1.4088530986	2055	10~15
1.558964302	1.558964302	2055	15~20
1.7681297315	1.7681297315	2055	20~25
1.9831862394	1.9831862394	2055	25~30
2.1596069686	2.1596069686	2055	30~35
2.3034165484	2.3034165484	2055	35~40
2.5633214246	2.5633214246	2055	40~45
2.4328273634	2.4328273634	2055	45~50
2.8292806078	2.8292806078	2055	50~55
3.5895165913	3.5895165913	2055	55~60
3.7975839358	3.7975839358	2055	60~65
3.7128533138	3.7128533138	2055	65~70
4.3034499856	4.3034499856	2055	70~75
4.2768783043	4.2768783043	2055	75~80
3.2767404006	3.2767404006	2055	80~85
2.6049744641	2.6049744641	2055	85~90
2.9035992065	2.9035992065	2055	90+
1.2150073871	1.2150073871	2056	0~5
1.3107623744	1.3107623744	2056	5~10
1.4025006843	1.4025006843	2056	10~15
1.5405633393	1.5405633393	2056	15~20
1.7445085068	1.7445085068	2056	20~25
1.9713732455	1.9713732455	2056	25~30
2.1679603402	2.1679603402	2056	30~35
2.2996853486	2.2996853486	2056	35~40
2.5656864307	2.5656864307	2056	40~45
2.4503682738	2.4503682738	2056	45~50
2.7441109407	2.7441109407	2056	50~55
3.4816489366	3.4816489366	2056	55~60
3.8536142693	3.8536142693	2056	60~65
3.77485638	3.77485638	2056	65~70
4.1013677312	4.1013677312	2056	70~75
4.3207743554	4.3207743554	2056	75~80
3.4286618092	3.4286618092	2056	80~85
2.6256214595	2.6256214595	2056	85~90
3.0009281876	3.0009281876	2056	90+
1.2154176067	1.2154176067	2057	0~5
1.3103743208	1.3103743208	2057	5~10
1.3979994274	1.3979994274	2057	10~15
1.5252020594	1.5252020594	2057	15~20
1.7207217135	1.7207217135	2057	20~25
1.9560516425	1.9560516425	2057	25~30
2.1744819377	2.1744819377	2057	30~35
2.3009306638	2.3009306638	2057	35~40
2.474926054	2.474926054	2057	40~45
2.556433898	2.556433898	2057	45~50
2.6834088403	2.6834088403	2057	50~55
3.3432079816	3.3432079816	2057	55~60
3.9076355075	3.9076355075	2057	60~65
3.8346533769	3.8346533769	2057	65~70
3.9282996105	3.9282996105	2057	70~75
4.4053448988	4.4053448988	2057	75~80
3.5341485433	3.5341485433	2057	80~85
2.6657401215	2.6657401215	2057	85~90
3.065021796	3.065021796	2057	90+
1.2158439523	1.2158439523	2058	0~5
1.3108089637	1.3108089637	2058	5~10
1.3950078609	1.3950078609	2058	10~15
1.5128003109	1.5128003109	2058	15~20
1.6975494932	1.6975494932	2058	20~25
1.9379824722	1.9379824722	2058	25~30
2.1778164805	2.1778164805	2058	30~35
2.3072760605	2.3072760605	2058	35~40
2.468404296	2.468404296	2058	40~45
2.5881267627	2.5881267627	2058	45~50
2.6506142521	2.6506142521	2058	50~55
3.2851494688	3.2851494688	2058	55~60
3.8153665163	3.8153665163	2058	60~65
3.8472092317	3.8472092317	2058	65~70
3.8735537034	3.8735537034	2058	70~75
4.4048867817	4.4048867817	2058	75~80
3.6785247505	3.6785247505	2058	80~85
2.6821498031	2.6821498031	2058	85~90
3.1509288397	3.1509288397	2058	90+
1.2161361617	1.2161361617	2059	0~5
1.311887449	1.311887449	2059	5~10
1.3933752606	1.3933752606	2059	10~15
1.5032553158	1.5032553158	2059	15~20
1.6755568584	1.6755568584	2059	20~25
1.9179944963	1.9179944963	2059	25~30
2.1769700979	2.1769700979	2059	30~35
2.3178691974	2.3178691974	2059	35~40
2.4595299136	2.4595299136	2059	40~45
2.6236505524	2.6236505524	2059	45~50
2.6325619865	2.6325619865	2059	50~55
3.1710716611	3.1710716611	2059	55~60
3.7670082751	3.7670082751	2059	60~65
3.9194611525	3.9194611525	2059	65~70
3.7788418306	3.7788418306	2059	70~75
4.3522252628	4.3522252628	2059	75~80
3.8420145727	3.8420145727	2059	80~85
2.7019934567	2.7019934567	2059	85~90
3.2385964989	3.2385964989	2059	90+
1.2161245596	1.2161245596	2060	0~5
1.3134629864	1.3134629864	2060	5~10
1.392984794	1.392984794	2060	10~15
1.4962446112	1.4962446112	2060	15~20
1.6552095543	1.6552095543	2060	20~25
1.8970582281	1.8970582281	2060	25~30
2.1719859179	2.1719859179	2060	30~35
2.3304735833	2.3304735833	2060	35~40
2.4543979514	2.4543979514	2060	40~45
2.7144723396	2.7144723396	2060	45~50
2.5718240001	2.5718240001	2060	50~55
2.9797181104	2.9797181104	2060	55~60
3.7654063668	3.7654063668	2060	60~65
3.952205516	3.952205516	2060	65~70
3.7929101499	3.7929101499	2060	70~75
4.2546264993	4.2546264993	2060	75~80
3.9802600041	3.9802600041	2060	80~85
2.7355826994	2.7355826994	2060	85~90
3.3250521282	3.3250521282	2060	90+
1.2157569803	1.2157569803	2061	0~5
1.3154927708	1.3154927708	2061	5~10
1.3936138292	1.3936138292	2061	10~15
1.4915014804	1.4915014804	2061	15~20
1.6379452728	1.6379452728	2061	20~25
1.8749531991	1.8749531991	2061	25~30
2.163236368	2.163236368	2061	30~35
2.3429254239	2.3429254239	2061	35~40
2.4539837226	2.4539837226	2061	40~45
2.7207105777	2.7207105777	2061	45~50
2.593805016	2.593805016	2061	50~55
2.894122333	2.894122333	2061	55~60
3.6573454241	3.6573454241	2061	60~65
4.0161765292	4.0161765292	2061	65~70
3.8616657152	3.8616657152	2061	70~75
4.0606646397	4.0606646397	2061	75~80
4.0309935076	4.0309935076	2061	80~85
2.8750780016	2.8750780016	2061	85~90
3.4000292091	3.4000292091	2061	90+
